chr1	41388600	41391399	1
chr15	66824301	66827162	1
chr17	7268493	7269968	1
chr18	61651102	61654077	1
chr2	103893010	103895664	1
chr7	109113133	109117303	1
chr7	142568912	142573912	1
chr9	41071639	41074687	1
chr1	5021600	5024300	0
chr1	6729232	6730317	0
chr1	9648223	9650965	0
chr1	11026040	11028544	0
chr1	12498904	12502083	0
chr1	12509176	12511893	0
chr1	12614812	12617322	0
chr1	13003747	13006556	0
chr1	18388788	18390258	0
chr1	18955282	18957504	0
chr1	19106734	19107712	0
chr1	19557947	19558842	0
chr1	19699458	19700530	0
chr1	20106392	20107514	0
chr1	20919958	20922635	0
chr1	31101599	31104444	0
chr1	33989736	33992240	0
chr1	38196744	38201861	0
chr1	39441762	39444709	0
chr1	39945610	39950472	0
chr1	40942805	40944270	0
chr1	40954286	40955586	0
chr1	40967279	40968275	0
chr1	41143599	41146576	0
chr1	41165839	41167312	0
chr1	41274476	41276046	0
chr1	41274880	41276860	0
chr1	41426651	41428589	0
chr1	41429480	41432117	0
chr1	41558535	41559896	0
chr1	41603694	41607210	0
chr1	41810882	41811922	0
chr1	41811796	41812968	0
chr1	41812941	41815356	0
chr1	41896304	41898180	0
chr1	41917498	41920605	0
chr1	41935261	41937041	0
chr1	41981432	41982259	0
chr1	42242415	42244647	0
chr1	42255267	42258543	0
chr1	42258657	42259850	0
chr1	42365768	42366767	0
chr1	42423141	42424011	0
chr1	42471587	42473853	0
chr1	42521380	42523862	0
chr1	42538719	42541030	0
chr1	42678245	42679419	0
chr1	42690175	42692711	0
chr1	42740655	42742396	0
chr1	42888323	42889246	0
chr1	52079533	52080137	0
chr1	54904981	54908576	0
chr1	55947134	55948986	0
chr1	56286330	56287543	0
chr1	56403047	56404314	0
chr1	58952904	58956413	0
chr1	59333923	59335433	0
chr1	59340862	59342046	0
chr1	61202202	61204582	0
chr1	61298087	61299206	0
chr1	63993294	63996572	0
chr1	67365819	67367727	0
chr1	67794929	67796464	0
chr1	68045929	68048127	0
chr1	68779329	68782031	0
chr1	68864846	68866697	0
chr1	74007485	74009995	0
chr1	74030234	74032407	0
chr1	74097952	74100043	0
chr1	74110236	74112663	0
chr1	74815064	74818307	0
chr1	75288287	75291172	0
chr1	75347166	75347630	0
chr1	75370011	75372846	0
chr1	75405255	75409484	0
chr1	75660753	75663254	0
chr1	75666729	75670098	0
chr1	75769003	75773592	0
chr1	75784368	75787445	0
chr1	75797145	75799864	0
chr1	75800898	75805337	0
chr1	75832718	75835169	0
chr1	75882677	75886487	0
chr1	75888309	75891319	0
chr1	78059403	78061507	0
chr1	78114828	78115847	0
chr1	78184098	78185294	0
chr1	78187095	78188220	0
chr1	78966373	78968073	0
chr1	81520227	81522255	0
chr1	84548810	84551347	0
chr1	86487174	86488752	0
chr1	86487834	86492772	0
chr1	86502358	86505354	0
chr1	89366207	89367707	0
chr1	89713750	89714911	0
chr1	89847708	89849945	0
chr1	89925517	89926000	0
chr1	90006775	90007806	0
chr1	90246249	90247693	0
chr1	90288936	90290388	0
chr1	90753351	90755909	0
chr1	90976558	90981159	0
chr1	91208179	91212307	0
chr1	91962928	91965960	0
chr1	92718794	92721273	0
chr1	92785989	92787910	0
chr1	92789102	92792922	0
chr1	97538497	97542741	0
chr1	98187842	98193251	0
chr1	109514249	109514854	0
chr1	113754429	113755604	0
